#version: ${plugin.version}
#If you change this file it will not be automatically updated after the next release.,
#item,material
StonepressPlate,stone_pressure_plate
StonepPlate,stone_pressure_plate
StonePlate,stone_pressure_plate
spressurePlate,stone_pressure_plate
spressPlate,stone_pressure_plate
spPlate,stone_pressure_plate
Splate,stone_pressure_plate
SmoothstonepressurePlate,stone_pressure_plate
SmoothstonepressPlate,stone_pressure_plate
SmoothstonepPlate,stone_pressure_plate
SmoothstonePlate,stone_pressure_plate
sstonepressurePlate,stone_pressure_plate
sstonepressPlate,stone_pressure_plate
sstonepPlate,stone_pressure_plate
sstonePlate,stone_pressure_plate
WoodenpressurePlate,oak_pressure_plate
WoodenpressPlate,oak_pressure_plate
WoodenpPlate,oak_pressure_plate
WoodenPlate,oak_pressure_plate
woodpressurePlate,oak_pressure_plate
woodpressPlate,oak_pressure_plate
woodpPlate,oak_pressure_plate
woodPlate,oak_pressure_plate
wpressurePlate,oak_pressure_plate
wpressPlate,oak_pressure_plate
wpPlate,oak_pressure_plate
wPlate,oak_pressure_plate
sprucepressureplate,spruce_pressure_plate
birchpressureplate,birch_pressure_plate
junglepressureplate,jungle_pressure_plate
acaciapressureplate,acacia_pressure_plate
darkoakpressureplate,dark_oak_pressure_plate
RedstoneOre,redstone_ore
Redsore,redstone_ore
Redore,redstone_ore
RStoneore,redstone_ore
rsore,redstone_ore
rore,redstone_ore
oreRedstone,redstone_ore
orereds,redstone_ore
orered,redstone_ore
oreRStone,redstone_ore
orers,redstone_ore
orer,redstone_ore
Redstonetorch,redstone_torch
RStonetorch,redstone_torch
Redstorch,redstone_torch
Redtorch,redstone_torch
rstorch,redstone_torch
Stonebutton,stone_button
Smoothstonebutton,stone_button
sstonebutton,stone_button
sbutton,stone_button
button,stone_button
snowcover,snow
snowcovering,snow
scover,snow
ice,ice
frozenWater,ice
Waterfrozen,ice
freezeWater,ice
Waterfreeze,ice
snowBlock,snow_block
Blocksnow,snow_block
sBlock,snow_block
Blocks,snow_block
cactus,cactus
cactuses,cactus
cacti,cactus
ClayBlock,clay
BlockClay,clay
cBlock,clay
Blockc,clay
jukebox,jukebox
jbox,jukebox
WoodenFence,oak_fence
Fence,oak_fence
woodFence,oak_fence
wFence,oak_fence
FenceWooden,oak_fence
Fencewood,oak_fence
Fencew,oak_fence
Pumpkin,pumpkin
Netherrack,netherrack
NetherRock,netherrack
NetheRStone,netherrack
Hellrack,netherrack
Hellrock,netherrack
Hellstone,netherrack
Deathrack,netherrack
Deathrock,netherrack
Deathstone,netherrack
nrack,netherrack
nrock,netherrack
nstone,netherrack
hrack,netherrack
hrock,netherrack
hstone,netherrack
drack,netherrack
drock,netherrack
dstone,netherrack
soulsand,soul_sand
Slowsand,soul_sand
Slowmud,soul_sand
ssand,soul_sand
smud,soul_sand
mud,soul_sand
glowstone,glowstone
glowingstoneBlock,glowstone
LightstoneBlock,glowstone
glowstoneBlock,glowstone
Blockglowingstone,glowstone
BlockLightstone,glowstone
Blockglowstone,glowstone
glowingstone,glowstone
Lightstone,glowstone
glowingBlock,glowstone
LightBlock,glowstone
glowBlock,glowstone
lstone,glowstone
gstone,glowstone
portal,nether_portal
jackolantern,jack_o_lantern
Pumpkinlantern,jack_o_lantern
glowingPumpkin,jack_o_lantern
LightPumpkin,jack_o_lantern
jPumpkin,jack_o_lantern
plantren,jack_o_lantern
glowPumpkin,jack_o_lantern
gPumpkin,jack_o_lantern
lPumpkin,jack_o_lantern
Whiteglass,white_stained_glass
Whitesglass,white_stained_glass
Whitestainedglass,white_stained_glass
wglass,white_stained_glass
wsglass,white_stained_glass
wstainedglass,white_stained_glass
sglass,white_stained_glass
stainedglass,white_stained_glass
Orangeglass,orange_stained_glass
Orangesglass,orange_stained_glass
Orangestainedglass,orange_stained_glass
oglass,orange_stained_glass
osglass,orange_stained_glass
ostainedglass,orange_stained_glass
Magentaglass,orange_stained_glass
Magentasglass,orange_stained_glass
Magentastainedglass,orange_stained_glass
mglass,orange_stained_glass
msglass,orange_stained_glass
mstainedglass,orange_stained_glass
LightBlueglass,light_blue_stained_glass
LightBluesglass,light_blue_stained_glass
LightBluestainedglass,light_blue_stained_glass
lBlueglass,light_blue_stained_glass
lBluesglass,light_blue_stained_glass
lBluestainedglass,light_blue_stained_glass
Lightbluglass,light_blue_stained_glass
Lightblusglass,light_blue_stained_glass
Lightblustainedglass,light_blue_stained_glass
lbluglass,light_blue_stained_glass
lblusglass,light_blue_stained_glass
lblustainedglass,light_blue_stained_glass
lbglass,light_blue_stained_glass
lbsglass,light_blue_stained_glass
lbstainedglass,light_blue_stained_glass
Yellowglass,lime_stained_glass
Yellowsglass,lime_stained_glass
Yellowstainedglass,lime_stained_glass
yglass,lime_stained_glass
ysglass,lime_stained_glass
ystainedglass,lime_stained_glass
LightGreenglass,lime_stained_glass
LightGreensglass,lime_stained_glass
LightGreenstainedglass,lime_stained_glass
lGreenglass,lime_stained_glass
lGreensglass,lime_stained_glass
lGreenstainedglass,lime_stained_glass
Lightgreglass,lime_stained_glass
Lightgresglass,lime_stained_glass
Lightgrestainedglass,lime_stained_glass
lgreglass,lime_stained_glass
lgresglass,lime_stained_glass
lgrestainedglass,lime_stained_glass
Limeglass,lime_stained_glass
Limesglass,lime_stained_glass
Limestainedglass,lime_stained_glass
lglass,lime_stained_glass
lsglass,lime_stained_glass
lstainedglass,lime_stained_glass
Pinkglass,pink_stained_glass
Pinksglass,pink_stained_glass
Pinkstainedglass,pink_stained_glass
piglass,pink_stained_glass
pisglass,pink_stained_glass
pistainedglass,pink_stained_glass
DarkGrayglass,gray_stained_glass
DarkGraysglass,gray_stained_glass
DarkGraystainedglass,gray_stained_glass
dGrayglass,gray_stained_glass
dGraysglass,gray_stained_glass
dGraystainedglass,gray_stained_glass
DarkGreyglass,gray_stained_glass
DarkGreysglass,gray_stained_glass
DarkGreystainedglass,gray_stained_glass
dGreyglass,gray_stained_glass
dGreysglass,gray_stained_glass
dGreystainedglass,gray_stained_glass
Darkgraglass,gray_stained_glass
Darkgrasglass,gray_stained_glass
Darkgrastainedglass,gray_stained_glass
dgraglass,gray_stained_glass
dgrasglass,gray_stained_glass
dgrastainedglass,gray_stained_glass
Grayglass,gray_stained_glass
Graysglass,gray_stained_glass
Graystainedglass,gray_stained_glass
Greyglass,gray_stained_glass
Greysglass,gray_stained_glass
Greystainedglass,gray_stained_glass
graglass,gray_stained_glass
grasglass,gray_stained_glass
grastainedglass,gray_stained_glass
LightGrayglass,light_gray_stained_glass
LightGraysglass,light_gray_stained_glass
LightGraystainedglass,light_gray_stained_glass
lGrayglass,light_gray_stained_glass
lGraysglass,light_gray_stained_glass
lGraystainedglass,light_gray_stained_glass
LightGreyglass,light_gray_stained_glass
LightGreysglass,light_gray_stained_glass
LightGreystainedglass,light_gray_stained_glass
lGreyglass,light_gray_stained_glass
lGreysglass,light_gray_stained_glass
lGreystainedglass,light_gray_stained_glass
Lightgraglass,light_gray_stained_glass
Lightgrasglass,light_gray_stained_glass
Lightgrastainedglass,light_gray_stained_glass
lgraglass,light_gray_stained_glass
lgrasglass,light_gray_stained_glass
lgrastainedglass,light_gray_stained_glass
Silverglass,light_gray_stained_glass
Silversglass,light_gray_stained_glass
Silverstainedglass,light_gray_stained_glass
siglass,light_gray_stained_glass
siasglass,light_gray_stained_glass
siastainedglass,light_gray_stained_glass
Cyanglass,cyan_stained_glass
Cyansglass,cyan_stained_glass
Cyanstainedglass,cyan_stained_glass
cglass,cyan_stained_glass
csglass,cyan_stained_glass
cstainedglass,cyan_stained_glass
Purpleglass,purple_stained_glass
Purplesglass,purple_stained_glass
Purplestainedglass,purple_stained_glass
puglass,purple_stained_glass
pusglass,purple_stained_glass
pustainedglass,purple_stained_glass
Blueglass,blue_stained_glass
Bluesglass,blue_stained_glass
Bluestainedglass,blue_stained_glass
bluglass,blue_stained_glass
blusglass,blue_stained_glass
blustainedglass,blue_stained_glass
Brownglass,brown_stained_glass
Brownsglass,brown_stained_glass
Brownstainedglass,brown_stained_glass
broglass,brown_stained_glass
brosglass,brown_stained_glass
brostainedglass,brown_stained_glass
DarkGreenglass,green_stained_glass
DarkGreensglass,green_stained_glass
DarkGreenstainedglass,green_stained_glass
dGreenglass,green_stained_glass
dGreensglass,green_stained_glass
dGreenstainedglass,green_stained_glass
Greenglass,green_stained_glass
Greensglass,green_stained_glass
Greenstainedglass,green_stained_glass
Darkgreglass,green_stained_glass
Darkgresglass,green_stained_glass
Darkgrestainedglass,green_stained_glass
dgreglass,green_stained_glass
dgresglass,green_stained_glass
dgrestainedglass,green_stained_glass
greglass,green_stained_glass
gresglass,green_stained_glass
grestainedglass,green_stained_glass
Redglass,red_stained_glass
Redsglass,red_stained_glass
Redstainedglass,red_stained_glass
rglass,red_stained_glass
rsglass,red_stained_glass
rstainedglass,red_stained_glass
Blackglass,black_stained_glass
Blacksglass,black_stained_glass
Blackstainedglass,black_stained_glass
blaglass,black_stained_glass
blasglass,black_stained_glass
blastainedglass,black_stained_glass
trapdoor,oak_trapdoor
doortrap,oak_trapdoor
hatch,oak_trapdoor
tdoor,oak_trapdoor
doort,oak_trapdoor
trapd,oak_trapdoor
dtrap,oak_trapdoor
sprucetrapdoor,spruce_trapdoor
birchtrapdoor,birch_trapdoor
jungletrapdoor,jungle_trapdoor
acaciatrapdoor,acacia_trapdoor
dark_oaktrapdoor,dark_oak_trapdoor
Silverfish,infested_stone
SilverfishSmoothstone,infested_stone
Silverfishsstone,infested_stone
sfishSmoothstone,infested_stone
sfishsstone,infested_stone
fishSmoothstone,infested_stone
fishsstone,infested_stone
sfSmoothstone,infested_stone
sfsstone,infested_stone
trapSmoothstone,infested_stone
trapsstone,infested_stone
monsteregg,infested_stone
monstereggSmoothstone,infested_stone
monstereggsstone,infested_stone
meggSmoothstone,infested_stone
meggsstone,infested_stone
meSmoothstone,infested_stone
messtone,infested_stone
SilverfishCobblestone,infested_cobblestone
Silverfishcstone,infested_cobblestone
sfishCobblestone,infested_cobblestone
sfishcstone,infested_cobblestone
fishCobblestone,infested_cobblestone
fishcstone,infested_cobblestone
sfCobblestone,infested_cobblestone
sfcstone,infested_cobblestone
trapCobblestone,infested_cobblestone
trapcstone,infested_cobblestone
monstereggCobblestone,infested_cobblestone
monstereggcstone,infested_cobblestone
meggCobblestone,infested_cobblestone
meggcstone,infested_cobblestone
meCobblestone,infested_cobblestone
mecstone,infested_cobblestone
SilverfishstoneBrick,infested_stone_bricks
SilverfishsBrick,infested_stone_bricks
sfishstoneBrick,infested_stone_bricks
sfishsBrick,infested_stone_bricks
fishstoneBrick,infested_stone_bricks
fishsBrick,infested_stone_bricks
sfstoneBrick,infested_stone_bricks
sfsBrick,infested_stone_bricks
trapstoneBrick,infested_stone_bricks
trapsBrick,infested_stone_bricks
monstereggstoneBrick,infested_stone_bricks
monstereggsBrick,infested_stone_bricks
meggstoneBrick,infested_stone_bricks
meggsBrick,infested_stone_bricks
mestoneBrick,infested_stone_bricks
mesBrick,infested_stone_bricks
SilverfishMossystoneBrick,infested_mossy_stone_bricks
SilverfishmossstoneBrick,infested_mossy_stone_bricks
SilverfishmstoneBrick,infested_mossy_stone_bricks
SilverfishmsBrick,infested_mossy_stone_bricks
sfishMossystoneBrick,infested_mossy_stone_bricks
sfishmossstoneBrick,infested_mossy_stone_bricks
sfishmstoneBrick,infested_mossy_stone_bricks
sfishmsBrick,infested_mossy_stone_bricks
fishMossystoneBrick,infested_mossy_stone_bricks
fishmossstoneBrick,infested_mossy_stone_bricks
fishmstoneBrick,infested_mossy_stone_bricks
fishmsBrick,infested_mossy_stone_bricks
sfMossystoneBrick,infested_mossy_stone_bricks
sfmossstoneBrick,infested_mossy_stone_bricks
sfmstoneBrick,infested_mossy_stone_bricks
sfmsBrick,infested_mossy_stone_bricks
trapMossystoneBrick,infested_mossy_stone_bricks
trapmossstoneBrick,infested_mossy_stone_bricks
trapmstoneBrick,infested_mossy_stone_bricks
trapmsBrick,infested_mossy_stone_bricks
monstereggMossystoneBrick,infested_mossy_stone_bricks
monstereggmossstoneBrick,infested_mossy_stone_bricks
monstereggmstoneBrick,infested_mossy_stone_bricks
monstereggmsBrick,infested_mossy_stone_bricks
meggMossystoneBrick,infested_mossy_stone_bricks
meggmossstoneBrick,infested_mossy_stone_bricks
meggmstoneBrick,infested_mossy_stone_bricks
meggmsBrick,infested_mossy_stone_bricks
meMossystoneBrick,infested_mossy_stone_bricks
memossstoneBrick,infested_mossy_stone_bricks
memstoneBrick,infested_mossy_stone_bricks
memsBrick,infested_mossy_stone_bricks
SilverfishcrackedstoneBrick,infested_cracked_stone_bricks
SilverfishcrackstoneBrick,infested_cracked_stone_bricks
SilverfishcRStoneBrick,infested_cracked_stone_bricks
SilverfishcrsBrick,infested_cracked_stone_bricks
sfishcrackedstoneBrick,infested_cracked_stone_bricks
sfishcrackstoneBrick,infested_cracked_stone_bricks
sfishcRStoneBrick,infested_cracked_stone_bricks
sfishcrsBrick,infested_cracked_stone_bricks
fishcrackedstoneBrick,infested_cracked_stone_bricks
fishcrackstoneBrick,infested_cracked_stone_bricks
fishcRStoneBrick,infested_cracked_stone_bricks
fishcrsBrick,infested_cracked_stone_bricks
sfcrackedstoneBrick,infested_cracked_stone_bricks
sfcrackstoneBrick,infested_cracked_stone_bricks
sfcRStoneBrick,infested_cracked_stone_bricks
sfcrsBrick,infested_cracked_stone_bricks
trapcrackedstoneBrick,infested_cracked_stone_bricks
trapcrackstoneBrick,infested_cracked_stone_bricks
trapcRStoneBrick,infested_cracked_stone_bricks
trapcrsBrick,infested_cracked_stone_bricks
monstereggcrackedstoneBrick,infested_cracked_stone_bricks
monstereggcrackstoneBrick,infested_cracked_stone_bricks
monstereggcRStoneBrick,infested_cracked_stone_bricks
monstereggcrsBrick,infested_cracked_stone_bricks
meggcrackedstoneBrick,infested_cracked_stone_bricks
meggcrackstoneBrick,infested_cracked_stone_bricks
meggcRStoneBrick,infested_cracked_stone_bricks
meggcrsBrick,infested_cracked_stone_bricks
mecrackedstoneBrick,infested_cracked_stone_bricks
mecrackstoneBrick,infested_cracked_stone_bricks
mecRStoneBrick,infested_cracked_stone_bricks
mecrsBrick,infested_cracked_stone_bricks
SilverfishcirclestoneBrick,infested_chiseled_stone_bricks
SilverfishcistoneBrick,infested_chiseled_stone_bricks
SilverfishcisBrick,infested_chiseled_stone_bricks
sfishcirclestoneBrick,infested_chiseled_stone_bricks
sfishcistoneBrick,infested_chiseled_stone_bricks
sfishcisBrick,infested_chiseled_stone_bricks
fishcirclestoneBrick,infested_chiseled_stone_bricks
fishcistoneBrick,infested_chiseled_stone_bricks
fishcisBrick,infested_chiseled_stone_bricks
sfcirclestoneBrick,infested_chiseled_stone_bricks
sfcistoneBrick,infested_chiseled_stone_bricks
sfcisBrick,infested_chiseled_stone_bricks
trapcirclestoneBrick,infested_chiseled_stone_bricks
trapcistoneBrick,infested_chiseled_stone_bricks
trapcisBrick,infested_chiseled_stone_bricks
monstereggcirclestoneBrick,infested_chiseled_stone_bricks
monstereggcistoneBrick,infested_chiseled_stone_bricks
monstereggcisBrick,infested_chiseled_stone_bricks
meggcirclestoneBrick,infested_chiseled_stone_bricks
meggcistoneBrick,infested_chiseled_stone_bricks
meggcisBrick,infested_chiseled_stone_bricks
mecirclestoneBrick,infested_chiseled_stone_bricks
mecistoneBrick,infested_chiseled_stone_bricks
mecisBrick,infested_chiseled_stone_bricks
StoneBrick,stone_bricks
StoneBricks,stone_bricks
StoneBrickBlock,stone_bricks
Stonebb,stone_bricks
sBrick,stone_bricks
MossystoneBrick,mossy_stone_bricks
MossystoneBricks,mossy_stone_bricks
MossystoneBrickBlock,mossy_stone_bricks
Mossystonebb,mossy_stone_bricks
mossstoneBrick,mossy_stone_bricks
mossstoneBricks,mossy_stone_bricks
mossstoneBrickBlock,mossy_stone_bricks
mossstonebb,mossy_stone_bricks
mstoneBrick,mossy_stone_bricks
mstoneBricks,mossy_stone_bricks
mstoneBrickBlock,mossy_stone_bricks
mstonebb,mossy_stone_bricks
mosssBrick,mossy_stone_bricks
mosssBricks,mossy_stone_bricks
mosssBrickBlock,mossy_stone_bricks
mosssbb,mossy_stone_bricks
msBrick,mossy_stone_bricks
msBricks,mossy_stone_bricks
msBrickBlock,mossy_stone_bricks
crackedstone,cracked_stone_bricks
crackedstoneBrick,cracked_stone_bricks
crackedstoneBricks,cracked_stone_bricks
crackedstoneBrickBlock,cracked_stone_bricks
crackedstonebb,cracked_stone_bricks
crackstoneBrick,cracked_stone_bricks
crackstoneBricks,cracked_stone_bricks
crackstoneBrickBlock,cracked_stone_bricks
crackstonebb,cracked_stone_bricks
cRStoneBrick,cracked_stone_bricks
cRStoneBricks,cracked_stone_bricks
cRStoneBrickBlock,cracked_stone_bricks
cRStonebb,cracked_stone_bricks
cracksBrick,cracked_stone_bricks
cracksBricks,cracked_stone_bricks
cracksBrickBlock,cracked_stone_bricks
cracksbb,cracked_stone_bricks
crsBrick,cracked_stone_bricks
crsBricks,cracked_stone_bricks
crsBrickBlock,cracked_stone_bricks
circlestone,chiseled_stone_bricks
circlestoneBrick,chiseled_stone_bricks
circlestoneBricks,chiseled_stone_bricks
circlestoneBrickBlock,chiseled_stone_bricks
circlestonebb,chiseled_stone_bricks
cistoneBrick,chiseled_stone_bricks
cistoneBricks,chiseled_stone_bricks
cistoneBrickBlock,chiseled_stone_bricks
cistonebb,chiseled_stone_bricks
circlesBrick,chiseled_stone_bricks
circlesBricks,chiseled_stone_bricks
circlesBrickBlock,chiseled_stone_bricks
circlesbb,chiseled_stone_bricks
cisBrick,chiseled_stone_bricks
cisBricks,chiseled_stone_bricks
cisBrickBlock,chiseled_stone_bricks
GiantredMushroom,red_mushroom_block
hugeredMushroom,red_mushroom_block
bigredMushroom,red_mushroom_block
gredMushroom,red_mushroom_block
hredMushroom,red_mushroom_block
bredMushroom,red_mushroom_block
GiantrMushroom,red_mushroom_block
hugerMushroom,red_mushroom_block
bigrMushroom,red_mushroom_block
grMushroom,red_mushroom_block
hrMushroom,red_mushroom_block
brMushroom,red_mushroom_block
Giantredmush,red_mushroom_block
HugeRedMush,red_mushroom_block
BigRedMush,red_mushroom_block
gredmush,red_mushroom_block
hredmush,red_mushroom_block
bredmush,red_mushroom_block
Giantrmush,red_mushroom_block
hugermush,red_mushroom_block
bigrmush,red_mushroom_block
grmush,red_mushroom_block
hrmush,red_mushroom_block
brmush,red_mushroom_block
GiantBrownMushroom,brown_mushroom_block
HugeBrownMushroom,brown_mushroom_block
BigBrownMushroom,brown_mushroom_block
gBrownMushroom,brown_mushroom_block
hBrownMushroom,brown_mushroom_block
bBrownMushroom,brown_mushroom_block
GiantbMushroom,brown_mushroom_block
hugebMushroom,brown_mushroom_block
bigbMushroom,brown_mushroom_block
gbMushroom,brown_mushroom_block
hbMushroom,brown_mushroom_block
bbMushroom,brown_mushroom_block
GiantBrownmush,brown_mushroom_block
hugeBrownmush,brown_mushroom_block
bigBrownmush,brown_mushroom_block
gBrownmush,brown_mushroom_block
hBrownmush,brown_mushroom_block
bBrownmush,brown_mushroom_block
Giantbmush,brown_mushroom_block
hugebmush,brown_mushroom_block
bigbmush,brown_mushroom_block
gbmush,brown_mushroom_block
hbmush,brown_mushroom_block
bbmush,brown_mushroom_block
mushroomstem,mushroom_stem
IronBars,iron_bars
Ironbarsb,iron_bars
IronbarsBlock,iron_bars
IronFence,iron_bars
metalbars,iron_bars
metalbarsb,iron_bars
metalbarsBlock,iron_bars
metalFence,iron_bars
Jailbars,iron_bars
Jailbarsb,iron_bars
JailbarsBlock,iron_bars
JailFence,iron_bars
mbars,iron_bars
mbarsb,iron_bars
mbarsBlock,iron_bars
mFence,iron_bars
jbars,iron_bars
jbarsb,iron_bars
jbarsBlock,iron_bars
jFence,iron_bars
ibars,iron_bars
ibarsb,iron_bars
ibarsBlock,iron_bars
iFence,iron_bars
glasspane,glass_pane
glassp,glass_pane
paneglass,glass_pane
pglass,glass_pane
flatglass,glass_pane
fglass,glass_pane
skinnyglass,glass_pane
glassflat,glass_pane
glassf,glass_pane
glassskinny,glass_pane
glasss,glass_pane
melon,melon
Watermelon,melon
Greenmelon,melon
melonGreen,melon
melonBlock,melon
WatermelonBlock,melon
GreenmelonBlock,melon
Vines,vine
Vine,vine
GreenVines,vine
GreenVine,vine
gardenVines,vine
gardenVine,vine
VinesGreen,vine
VineGreen,vine
Vinesgarden,vine
Vinegarden,vine
Vinesg,vine
Vineg,vine
gVines,vine
gVine,vine
woodGate,oak_fence_gate
WoodenFenceGate,oak_fence_gate
wFenceGate,oak_fence_gate
woodFenceGate,oak_fence_gate
WoodenGate,oak_fence_gate
wGate,oak_fence_gate
Gate,oak_fence_gate
gardenGate,oak_fence_gate
gGate,oak_fence_gate
FenceGate,oak_fence_gate
fGate,oak_fence_gate
Brickstairs,brick_stairs
RedBrickstairs,brick_stairs
Redbstairs,brick_stairs
rBrickstairs,brick_stairs
bstairs,brick_stairs
Redstairs,brick_stairs
Brickstair,brick_stairs
RedBrickstair,brick_stairs
Redbstair,brick_stairs
rBrickstair,brick_stairs
bstair,brick_stairs
Redstair,brick_stairs
StoneBrickstairs,stone_brick_stairs
Stonebstairs,stone_brick_stairs
sbstairs,stone_brick_stairs
CementBrickstairs,stone_brick_stairs
Cementstairs,stone_brick_stairs
Cementbstairs,stone_brick_stairs
cbstairs,stone_brick_stairs
GreyBrickstairs,stone_brick_stairs
Greybstairs,stone_brick_stairs
Greystairs,stone_brick_stairs
mycelium,mycelium
PurpleGrass,mycelium
PinkGrass,mycelium
mycel,mycelium
swampGrass,mycelium
sGrass,mycelium
MushroomGrass,mycelium
mushGrass,mycelium
Lilypad,lily_pad
WaterLily,lily_pad
Lily,lily_pad
swamppad,lily_pad
lpad,lily_pad
wLily,lily_pad
NetherBrickBlock,nether_bricks
HellBrickBlock,nether_bricks
DeathBrickBlock,nether_bricks
nBrickBlock,nether_bricks
hBrickBlock,nether_bricks
dBrickBlock,nether_bricks
NetherbBlock,nether_bricks
HellbBlock,nether_bricks
DeathbBlock,nether_bricks
nbBlock,nether_bricks
hbBlock,nether_bricks
dbBlock,nether_bricks
NetherBrickFence,nether_brick_fence
HellBrickFence,nether_brick_fence
nBrickFence,nether_brick_fence
hBrickFence,nether_brick_fence
NetherbFence,nether_brick_fence
HellbFence,nether_brick_fence
NetherFence,nether_brick_fence
HellFence,nether_brick_fence
nbFence,nether_brick_fence
hbFence,nether_brick_fence
nFence,nether_brick_fence
hFence,nether_brick_fence
NetherBrickstairs,nether_brick_stairs
HellBrickstairs,nether_brick_stairs
nBrickstairs,nether_brick_stairs
hBrickstairs,nether_brick_stairs
Netherbstairs,nether_brick_stairs
Hellbstairs,nether_brick_stairs
Netherstairs,nether_brick_stairs
Hellstairs,nether_brick_stairs
nbstairs,nether_brick_stairs
hbstairs,nether_brick_stairs
nstairs,nether_brick_stairs
hstairs,nether_brick_stairs
NetherBrickstair,nether_brick_stairs
HellBrickstair,nether_brick_stairs
nBrickstair,nether_brick_stairs
hBrickstair,nether_brick_stairs
Netherbstair,nether_brick_stairs
Hellbstair,nether_brick_stairs
Netherstair,nether_brick_stairs
Hellstair,nether_brick_stairs
nbstair,nether_brick_stairs
hbstair,nether_brick_stairs
nstair,nether_brick_stairs
hstair,nether_brick_stairs
enchantmenttable,enchanting_table
enchantingtable,enchanting_table
enchanttable,enchanting_table
etable,enchanting_table
magicaltable,enchanting_table
magictable,enchanting_table
mtable,enchanting_table
enchantmentdesk,enchanting_table
enchantingdesk,enchanting_table
enchantdesk,enchanting_table
edesk,enchanting_table
magicaldesk,enchanting_table
magicdesk,enchanting_table
mdesk,enchanting_table
booktable,enchanting_table
bookdesk,enchanting_table
btable,enchanting_table
bdesk,enchanting_table
Enderportal,end_portal
Endergoo,end_portal
Endgoo,end_portal
Endportal,end_portal
egoo,end_portal
eportal,end_portal
Enderportalframe,end_portal_frame
Endportalframe,end_portal_frame
Endgooframe,end_portal_frame
Endergooframe,end_portal_frame
egooframe,end_portal_frame
eportalframe,end_portal_frame
Enderframe,end_portal_frame
Endframe,end_portal_frame
EndeRStone,end_stone
Endstone,end_stone
Endrock,end_stone
Enderrock,end_stone
erock,end_stone
estone,end_stone
Enderdragonegg,dragon_egg
Endegg,dragon_egg
dragonegg,dragon_egg
degg,dragon_egg
bossegg,dragon_egg
begg,dragon_egg
Redstonelamp,redstone_lamp
Redlamp,redstone_lamp
rslamp,redstone_lamp
WoodenDoubleStep,oak_slab
WoodendStep,oak_slab
woodDoubleStep,oak_slab
wooddStep,oak_slab
wDoubleStep,oak_slab
wdStep,oak_slab
DoubleWoodenStep,oak_slab
dWoodenStep,oak_slab
DoublewoodStep,oak_slab
dwoodStep,oak_slab
DoublewStep,oak_slab
dwStep,oak_slab
WoodenDoubleSlab,oak_slab
WoodendSlab,oak_slab
woodDoubleSlab,oak_slab
wooddSlab,oak_slab
wDoubleSlab,oak_slab
wdSlab,oak_slab
DoubleWoodenSlab,oak_slab
dWoodenSlab,oak_slab
DoublewoodSlab,oak_slab
dwoodSlab,oak_slab
DoublewSlab,oak_slab
dwSlab,oak_slab
WoodenDoubleHalfBlock,oak_slab
WoodendHalfBlock,oak_slab
woodDoubleHalfBlock,oak_slab
wooddHalfBlock,oak_slab
wDoubleHalfBlock,oak_slab
wdHalfBlock,oak_slab
DoubleWoodenHalfBlock,oak_slab
dWoodenHalfBlock,oak_slab
DoublewoodHalfBlock,oak_slab
dwoodHalfBlock,oak_slab
DoublewHalfBlock,oak_slab
dwHalfBlock,oak_slab
OakWoodenDoubleHalfBlock,oak_slab
OakWoodendHalfBlock,oak_slab
OakwoodDoubleHalfBlock,oak_slab
OakwooddHalfBlock,oak_slab
OakwDoubleHalfBlock,oak_slab
OakwdHalfBlock,oak_slab
OakDoubleWoodenHalfBlock,oak_slab
OakdWoodenHalfBlock,oak_slab
OakDoublewoodHalfBlock,oak_slab
OakdwoodHalfBlock,oak_slab
OakDoublewHalfBlock,oak_slab
OakdwHalfBlock,oak_slab
OakDoubleHalfBlock,oak_slab
OakdHalfBlock,oak_slab
odHalfBlock,oak_slab
OakWoodenDoubleStep,oak_slab
OakWoodendStep,oak_slab
OakwoodDoubleStep,oak_slab
OakwooddStep,oak_slab
OakwDoubleStep,oak_slab
OakwdStep,oak_slab
OakDoubleWoodenStep,oak_slab
OakdWoodenStep,oak_slab
OakDoublewoodStep,oak_slab
OakdwoodStep,oak_slab
OakDoublewStep,oak_slab
OakdwStep,oak_slab
OakDoubleStep,oak_slab
OakdStep,oak_slab
odStep,oak_slab
OakWoodenDoubleSlab,oak_slab
OakWoodendSlab,oak_slab
OakwoodDoubleSlab,oak_slab
OakwooddSlab,oak_slab
OakwDoubleSlab,oak_slab
OakwdSlab,oak_slab
OakDoubleWoodenSlab,oak_slab
OakdWoodenSlab,oak_slab
OakDoublewoodSlab,oak_slab
OakdwoodSlab,oak_slab
OakDoublewSlab,oak_slab
OakdwSlab,oak_slab
OakDoubleSlab,oak_slab
OakdSlab,oak_slab
odSlab,oak_slab
SpruceWoodenDoubleStep,spruce_slab
SpruceWoodendStep,spruce_slab
SprucewoodDoubleStep,spruce_slab
SprucewooddStep,spruce_slab
SprucewDoubleStep,spruce_slab
SprucewdStep,spruce_slab
SpruceDoubleWoodenStep,spruce_slab
SprucedWoodenStep,spruce_slab
SpruceDoublewoodStep,spruce_slab
SprucedwoodStep,spruce_slab
SpruceDoublewStep,spruce_slab
SprucedwStep,spruce_slab
SpruceDoubleStep,spruce_slab
SprucedStep,spruce_slab
SpruceWoodenDoubleSlab,spruce_slab
SpruceWoodendSlab,spruce_slab
SprucewoodDoubleSlab,spruce_slab
SprucewooddSlab,spruce_slab
SprucewDoubleSlab,spruce_slab
